"","character","trait_max","trait_min","avg_rating","number_ratings","anchor_trait"
"5400","Logan Delos","animalistic","human",71.6,208,"animalistic"
"5401","Logan Delos","industrial","domestic",71.6,77,"domestic"
"5402","Logan Delos","tall","short",71.5,228,"short"
"5403","Logan Delos","manicured","scruffy",71.5,223,"manicured"
"5404","Logan Delos","antagonist","protagonist",71.4,30,"antagonist"
"5405","Logan Delos","western","eastern",71.3,29,"eastern"
"5406","Logan Delos","💩","🌟",71.2,24,"🌟"
"5407","Logan Delos","variable","consistent",71,30,"consistent"
"5408","Logan Delos","skeptical","spiritual",70.9,195,"skeptical"
"5409","Logan Delos","doer","thinker",70.6,18,"doer"
"5410","Logan Delos","whimsical","rational",70.5,215,"rational"
"5411","Logan Delos","🐀","🐘",70.5,34,"🐀"
"5412","Logan Delos","suspicious","trusting",70.4,203,"suspicious"
"5413","Logan Delos","😜","🤐",70.2,21,"🤐"
"5414","Logan Delos","anarchist","statist",70.2,32,"anarchist"
"5415","Logan Delos","hunter","gatherer",70.1,34,"gatherer"
"5416","Logan Delos","incompetent","competent",70,219,"competent"
"5417","Logan Delos","beautiful","ugly",69.9,112,"beautiful"
"5418","Logan Delos","contrarian","yes-man",69.8,16,"contrarian"
"5419","Logan Delos","lazy","diligent",69.7,201,"diligent"
"5420","Logan Delos","angry","good-humored",69.7,202,"angry"
"5421","Logan Delos","bossy","meek",69.5,205,"bossy"
"5422","Logan Delos","weakass","badass",69.5,30,"badass"
"5423","Logan Delos","two-faced","one-faced",69.5,17,"one-faced"
"5424","Logan Delos","drop out","valedictorian",69.4,22,"drop out"
"5425","Logan Delos","dunce","genius",69.4,253,"dunce"
"5426","Logan Delos","ADHD","OCD",69.1,26,"ADHD"
"5427","Logan Delos","👩‍🎤","👩‍🔬",69,26,"👩‍🎤"
"5428","Logan Delos","punchable","loveable",69,34,"loveable"
"5429","Logan Delos","disreputable","prestigious",68.8,184,"disreputable"
"5430","Logan Delos","🦇","🐿",68.7,26,"🐿"
"5431","Logan Delos","mainstream","arcane",68.3,186,"arcane"
"5432","Logan Delos","unprepared","hoarder",68.3,179,"hoarder"
"5433","Logan Delos","🙅‍♂️","🙋‍♂️",68.3,23,"🙅‍♂️"
"5434","Logan Delos","princess","queen",68.3,25,"princess"
"5435","Logan Delos","cynical","gullible",68.1,29,"cynical"
"5436","Logan Delos","dominant","submissive",67.8,224,"dominant"
"5437","Logan Delos","apprentice","master",67.8,112,"apprentice"
"5438","Logan Delos","persistent","quitter",67.6,14,"persistent"
"5439","Logan Delos","🚴","🏋️‍♂️",67.5,17,"🏋️‍♂️"
"5440","Logan Delos","decisive","hesitant",67.3,227,"decisive"
"5441","Logan Delos","vibrant","geriatric",67.3,42,"geriatric"
"5442","Logan Delos","air","earth",67.1,17,"air"
"5443","Logan Delos","corporate","freelance",67,27,"corporate"
"5444","Logan Delos","goof-off","studious",66.8,20,"goof-off"
"5445","Logan Delos","focused on the present","focused on the future",66.7,241,"focused on the future"
"5446","Logan Delos","leisurely","hurried",66.7,202,"hurried"
"5447","Logan Delos","messy","neat",66.5,150,"messy"
"5448","Logan Delos","anxious","calm",66.3,190,"anxious"
"5449","Logan Delos","tailor","blacksmith",66.3,19,"blacksmith"
"5450","Logan Delos","picky","always down",66.3,25,"always down"
"5451","Logan Delos","🤣","😊",66.2,39,"🤣"
"5452","Logan Delos","unobservant","perceptive",66.2,29,"perceptive"
"5453","Logan Delos","charismatic","uninspiring",66,260,"charismatic"
"5454","Logan Delos","dispassionate","romantic",65.9,39,"dispassionate"
"5455","Logan Delos","avant-garde","classical",65.8,88,"avant-garde"
"5456","Logan Delos","motivated","unmotivated",65.8,22,"motivated"
"5457","Logan Delos","real","philosophical",65.6,133,"philosophical"
"5458","Logan Delos","off-key","musical",65.6,27,"musical"
"5459","Logan Delos","lenient","strict",65.5,206,"lenient"
"5460","Logan Delos","direct","roundabout",65.5,178,"direct"
"5461","Logan Delos","pessimistic","optimistic",65.2,240,"optimistic"
"5462","Logan Delos","depressed","bright",65.2,198,"bright"
"5463","Logan Delos","🙃","🥰",65.2,33,"🥰"
"5464","Logan Delos","plastic","wooden",65.2,6,"plastic"
"5465","Logan Delos","zany","regular",65.1,24,"regular"
"5466","Logan Delos","racist","egalitarian",65.1,21,"egalitarian"
"5467","Logan Delos","🐩","🐒",65.1,18,"🐒"
"5468","Logan Delos","cool","dorky",65,33,"cool"
"5469","Logan Delos","interested","bored",65,21,"bored"
"5470","Logan Delos","work-first","family-first",64.9,234,"family-first"
"5471","Logan Delos","long-winded","concise",64.9,24,"concise"
"5472","Logan Delos","💪","🧠",64.9,24,"💪"
"5473","Logan Delos","French","Russian",64.9,25,"French"
"5474","Logan Delos","jealous","opinionated",64.9,16,"jealous"
"5475","Logan Delos","empirical","theoretical",64.8,181,"empirical"
"5476","Logan Delos","gloomy","sunny",64.8,42,"gloomy"
"5477","Logan Delos","straightforward","cryptic",64.7,237,"cryptic"
"5478","Logan Delos","noob","pro",64.7,20,"noob"
"5479","Logan Delos","oblivious","alert",64.7,19,"alert"
"5480","Logan Delos","ironic","profound",64.7,19,"ironic"
"5481","Logan Delos","reactive","proactive",64.6,24,"proactive"
"5482","Logan Delos","dramatic","comedic",64.4,21,"comedic"
"5483","Logan Delos","fast","slow",64.4,205,"fast"
"5484","Logan Delos","thin","thick",64.4,145,"thick"
"5485","Logan Delos","literal","metaphorical",64.2,172,"literal"
"5486","Logan Delos","astonishing","methodical",63.9,203,"astonishing"
"5487","Logan Delos","natural-talent","hard-work",63.9,17,"hard-work"
"5488","Logan Delos","enslaved","emancipated",63.8,174,"emancipated"
"5489","Logan Delos","concrete","abstract",63.7,14,"abstract"
"5490","Logan Delos","preppy","punk rock",63.5,33,"preppy"
"5491","Logan Delos","resistant","resigned",63.4,238,"resigned"
"5492","Logan Delos","decorative","utilitarian",63.2,86,"decorative"
"5493","Logan Delos","chortling","giggling",63.2,29,"chortling"
"5494","Logan Delos","helpless","resourceful",63.1,97,"helpless"
"5495","Logan Delos","presidential","folksy",63,21,"folksy"
"5496","Logan Delos","common sense","analysis",62.9,16,"analysis"
"5497","Logan Delos","😏","😬",62.8,24,"😏"
"5498","Logan Delos","sheltered","street-smart",62.6,171,"sheltered"
"5499","Logan Delos","👻","🤖",62.5,30,"👻"
"5500","Logan Delos","expressive","monotone",62.5,36,"expressive"
"5501","Logan Delos","attractive","repulsive",62.3,255,"attractive"
"5502","Logan Delos","brave","careful",62.2,205,"brave"
"5503","Logan Delos","🐐","🦒",62.2,26,"🐐"
"5504","Logan Delos","summer","winter",62.1,33,"summer"
"5505","Logan Delos","unorthodox","traditional",62,77,"traditional"
"5506","Logan Delos","subjective","objective",61.9,71,"objective"
"5507","Logan Delos","pointed","random",61.7,25,"pointed"
"5508","Logan Delos","🥵","🥶",61.7,26,"🥵"
"5509","Logan Delos","creepy","disarming",61.6,92,"creepy"
"5510","Logan Delos","often crying","never cries",61.6,27,"never cries"
"5511","Logan Delos","hard","soft",61.5,196,"hard"
"5512","Logan Delos","wavering","resolute",61.5,16,"resolute"
"5513","Logan Delos","believable","poorly-written",61.5,24,"believable"
"5514","Logan Delos","puny","mighty",61.3,202,"mighty"
"5515","Logan Delos","spelunker","claustrophobic",60.9,31,"claustrophobic"
"5516","Logan Delos","alpha","beta",60.7,219,"alpha"
"5517","Logan Delos","Roman","Greek",60.6,30,"Greek"
"5518","Logan Delos","dog person","cat person",60.3,24,"cat person"
"5519","Logan Delos","😭","😀",60.2,31,"😀"
"5520","Logan Delos","monochrome","multicolored",59.9,80,"monochrome"
"5521","Logan Delos","first-mate","captain",59.7,188,"captain"
"5522","Logan Delos","👨‍🚀","🧙",59.7,16,"👨‍🚀"
"5523","Logan Delos","freak","normie",59.7,28,"freak"
"5524","Logan Delos","pack rat","minimalist",59.6,28,"minimalist"
"5525","Logan Delos","generalist","specialist",59.5,83,"generalist"
"5526","Logan Delos","efficient","overprepared",59.4,28,"efficient"
"5527","Logan Delos","driven","unambitious",59.3,184,"driven"
"5528","Logan Delos","straight","queer",59.2,104,"queer"
"5529","Logan Delos","cultured","rustic",59.2,21,"cultured"
"5530","Logan Delos","radical","centrist",59.2,20,"centrist"
"5531","Logan Delos","everyman","chosen one",59,29,"chosen one"
"5532","Logan Delos","codependent","independent",58.8,212,"codependent"
"5533","Logan Delos","stuck-in-the-past","forward-thinking",58.7,20,"forward-thinking"
"5534","Logan Delos","political","nonpolitical",58.6,199,"nonpolitical"
"5535","Logan Delos","hard","soft",58.5,89,"hard"
"5536","Logan Delos","👨‍⚕️","👨‍🔧",58.5,23,"👨‍⚕️"
"5537","Logan Delos","unpatriotic","patriotic",58.4,25,"patriotic"
"5538","Logan Delos","sorrowful","cheery",58.2,183,"cheery"
"5539","Logan Delos","artistic","scientific",58.2,221,"artistic"
"5540","Logan Delos","triggered","trolling",58.2,34,"triggered"
"5541","Logan Delos","epic","deep",58.2,13,"deep"
"5542","Logan Delos","unambiguous","mysterious",57.9,221,"mysterious"
"5543","Logan Delos","prideful","envious",57.6,49,"envious"
"5544","Logan Delos","goth","flower child",57.6,32,"flower child"
"5545","Logan Delos","masochistic","pain-avoidant",57.3,33,"masochistic"
"5546","Logan Delos","pop","indie",57.3,36,"indie"
"5547","Logan Delos","muddy","washed",57.3,24,"muddy"
"5548","Logan Delos","obsessed","aloof",57.2,197,"aloof"
"5549","Logan Delos","sensitive","thick-skinned",57.2,245,"sensitive"
"5550","Logan Delos","🤺","🏌",57.1,18,"🏌"
"5551","Logan Delos","flexible","rigid",56.9,214,"flexible"
"5552","Logan Delos","conservative","liberal",56.7,15,"conservative"
"5553","Logan Delos","🧗","🛌",56.2,24,"🧗"
"5554","Logan Delos","confident","insecure",56.1,230,"confident"
"5555","Logan Delos","intimate","formal",56,25,"formal"
"5556","Logan Delos","close-minded","open-minded",55.9,250,"close-minded"
"5557","Logan Delos","fantastical","realistic",55.9,23,"fantastical"
"5558","Logan Delos","Pepsi","Coke",55.9,13,"Coke"
"5559","Logan Delos","funny","humorless",55.7,221,"funny"
"5560","Logan Delos","clumsy","coordinated",55.5,216,"clumsy"
"5561","Logan Delos","gamer","non-gamer",55.3,22,"gamer"
"5562","Logan Delos","irrelevant","important",55.2,22,"important"
"5563","Logan Delos","moist","dry",55.2,34,"dry"
"5564","Logan Delos","apathetic","curious",55.1,209,"apathetic"
"5565","Logan Delos","side character","main character",55.1,8,"main character"
"5566","Logan Delos","purple","orange",54.9,149,"orange"
"5567","Logan Delos","highbrow","lowbrow",54.9,206,"highbrow"
"5568","Logan Delos","literary","mathematical",54.8,180,"literary"
"5569","Logan Delos","insider","outsider",54.8,133,"insider"
"5570","Logan Delos","lover","fighter",54.8,18,"fighter"
"5571","Logan Delos","refined","rugged",54.7,241,"refined"
"5572","Logan Delos","oxymoron","tautology",54.6,8,"oxymoron"
"5573","Logan Delos","transparent","machiavellian",54.4,21,"machiavellian"
"5574","Logan Delos","hipster","basic",54.2,247,"basic"
"5575","Logan Delos","repetitive","varied",54.1,106,"repetitive"
"5576","Logan Delos","conspiracist","sheeple",54,123,"conspiracist"
"5577","Logan Delos","f***-the-police","tattle-tale",54,37,"f***-the-police"
"5578","Logan Delos","👟","🥾",53.8,31,"👟"
"5579","Logan Delos","relaxed","tense",53.7,230,"relaxed"
"5580","Logan Delos","emotional","unemotional",53.7,19,"emotional"
"5581","Logan Delos","unlucky","fortunate",53.6,218,"fortunate"
"5582","Logan Delos","🥳","🥴",53.6,25,"🥳"
"5583","Logan Delos","imaginative","practical",53.5,186,"imaginative"
"5584","Logan Delos","weird","normal",53.4,212,"normal"
"5585","Logan Delos","🤫","🤔",53.4,22,"🤔"
"5586","Logan Delos","tiresome","interesting",53.3,214,"interesting"
"5587","Logan Delos","mundane","extraordinary",53.1,215,"extraordinary"
"5588","Logan Delos","realist","idealist",53.1,104,"idealist"
"5589","Logan Delos","rhythmic","stuttering",53.1,24,"rhythmic"
"5590","Logan Delos","vague","precise",53,120,"precise"
"5591","Logan Delos","'right-brained'","'left-brained'",52.7,164,"'left-brained'"
"5592","Logan Delos","low IQ","high IQ",52.7,239,"high IQ"
"5593","Logan Delos","complicated","simple",52.5,220,"complicated"
"5594","Logan Delos","overachiever","underachiever",52.5,23,"overachiever"
"5595","Logan Delos","distant","touchy-feely",52.5,28,"distant"
"5596","Logan Delos","healthy","sickly",52.3,220,"healthy"
"5597","Logan Delos","conventional","creative",52.2,206,"conventional"
"5598","Logan Delos","fresh","stinky",52.2,24,"fresh"
"5599","Logan Delos","paranoid","naive",52.2,31,"naive"
"5600","Logan Delos","metrosexual","macho",52.1,35,"macho"
"5601","Logan Delos","chic","cheesy",52.1,22,"cheesy"
"5602","Logan Delos","active","slothful",51.6,210,"active"
"5603","Logan Delos","sugarcoated","frank",51.6,24,"frank"
"5604","Logan Delos","unpolished","eloquent",51.2,225,"eloquent"
"5605","Logan Delos","linear","circular",51.2,23,"circular"
"5606","Logan Delos","hypochondriac","stoic",51.2,18,"hypochondriac"
"5607","Logan Delos","guarded","open",51.1,226,"guarded"
"5608","Logan Delos","smooth","rough",51,243,"rough"
"5609","Logan Delos","vulnerable","armoured",51,198,"armoured"
"5610","Logan Delos","go-getter","slugabed",51,26,"go-getter"
"5611","Logan Delos","factual","poetic",50.9,43,"factual"
"5612","Logan Delos","ranged","melee",50.9,31,"melee"
"5613","Logan Delos","involved","remote",50.8,175,"involved"
"5614","Logan Delos","open-book","secretive",50.6,32,"open-book"
"5615","Felix Lutz","nerd","jock",88.8,257,"jock"
"5616","Felix Lutz","submissive","dominant",88.4,195,"dominant"
"5617","Felix Lutz","side character","main character",88.1,11,"main character"
"5618","Felix Lutz","technophile","luddite",86.8,235,"luddite"
"5619","Felix Lutz","human","animalistic",85.7,248,"animalistic"
"5620","Felix Lutz","bookish","sporty",85.7,225,"bookish"
"5621","Felix Lutz","beta","alpha",85,218,"alpha"
"5622","Felix Lutz","👩‍🔬","👩‍🎤",84.7,32,"👩‍🎤"
"5623","Felix Lutz","quiet","loud",84.5,240,"loud"
"5624","Felix Lutz","high-tech","low-tech",84.5,239,"high-tech"
"5625","Felix Lutz","first-mate","captain",84.1,216,"captain"
"5626","Felix Lutz","gatherer","hunter",83.9,33,"gatherer"
"5627","Felix Lutz","vulnerable","armoured",83.7,210,"armoured"
"5628","Felix Lutz","soft","hard",83.6,91,"hard"
"5629","Felix Lutz","subdued","exuberant",83.6,33,"exuberant"
"5630","Felix Lutz","tense","relaxed",83.5,238,"relaxed"
"5631","Felix Lutz","👟","🥾",83.4,16,"👟"
"5632","Felix Lutz","meek","bossy",83.3,255,"bossy"
"5633","Felix Lutz","cooperative","competitive",82.3,212,"competitive"
"5634","Felix Lutz","🎨","🏀",82.3,18,"🎨"
"5635","Felix Lutz","generous","stingy",81.6,16,"generous"
"5636","Felix Lutz","timid","cocky",81.3,26,"cocky"
"5637","Felix Lutz","gamer","non-gamer",81.1,24,"gamer"
"5638","Felix Lutz","egalitarian","racist",81.1,23,"egalitarian"
"5639","Felix Lutz","young","old",80.9,254,"old"
"5640","Felix Lutz","lover","fighter",80.8,11,"fighter"
"5641","Felix Lutz","anxious","calm",80.4,220,"anxious"
"5642","Felix Lutz","empath","psychopath",80,29,"empath"
"5643","Felix Lutz","forgiving","vengeful",79.8,249,"forgiving"
"5644","Felix Lutz","insecure","confident",79.8,233,"confident"
"5645","Felix Lutz","introvert","extrovert",79.8,222,"extrovert"
"5646","Felix Lutz","boy/girl-next-door","celebrity",79.7,22,"boy/girl-next-door"
"5647","Felix Lutz","unassuming","pretentious",79.7,26,"pretentious"
"5648","Felix Lutz","one-faced","two-faced",79.6,17,"one-faced"
"5649","Felix Lutz","passive","assertive",79.4,223,"assertive"
"5650","Felix Lutz","🧠","💪",79.4,37,"💪"
"5651","Felix Lutz","pacifist","ferocious",79.3,246,"ferocious"
"5652","Felix Lutz","awkward","charming",79.2,240,"awkward"
"5653","Felix Lutz","accommodating","stubborn",79.2,13,"accommodating"
"5654","Felix Lutz","soft","hard",79.1,231,"hard"
"5655","Felix Lutz","manicured","scruffy",79.1,233,"manicured"
"5656","Felix Lutz","self-conscious","self-assured",79,238,"self-assured"
"5657","Felix Lutz","codependent","independent",78.9,240,"codependent"
"5658","Felix Lutz","emotional","unemotional",78.9,30,"emotional"
"5659","Felix Lutz","sensitive","thick-skinned",78.8,250,"sensitive"
"5660","Felix Lutz","low self esteem","narcissistic",78.7,30,"low self esteem"
"5661","Felix Lutz","hesitant","decisive",78.7,244,"decisive"
"5662","Felix Lutz","intellectual","physical",78.6,229,"intellectual"
"5663","Felix Lutz","modern","historical",78.6,161,"historical"
"5664","Felix Lutz","respectful","rude",78.5,218,"respectful"
"5665","Felix Lutz","kind","cruel",78.5,231,"cruel"
"5666","Felix Lutz","innocent","worldly",78.4,233,"innocent"
"5667","Felix Lutz","🚴","🏋️‍♂️",78.3,23,"🏋️‍♂️"
"5668","Felix Lutz","thin","thick",78.2,150,"thick"
"5669","Felix Lutz","not genocidal","genocidal",77.9,34,"genocidal"
"5670","Felix Lutz","scientific","artistic",77.6,251,"artistic"
"5671","Felix Lutz","stuttering","rhythmic",77.3,31,"rhythmic"
"5672","Felix Lutz","unchallenging","demanding",77.2,17,"demanding"
"5673","Felix Lutz","trusting","charming",77,223,"charming"
"5674","Felix Lutz","urban","rural",77,32,"rural"
"5675","Felix Lutz","naive","paranoid",76.7,23,"naive"
